JrId	JournalTitle	MedAbbr	ISSN_NLM	EISSN_NLM	IsoAbbr	NlmId
35950	Historica	Hist Lima	0252-8894		Hist Lima	101506153
35952	History Scotland	Hist Scotl	1475-5270		Hist Scotl	101506162
35953	Homme (Vienna, Austria)	Homme (Vienna Aust)	1016-362X		Homme (Vienna Aust)	101506164
35954	International journal of Punjab studies	Int J Punjab Stud	0971-5223		Int J Punjab Stud	101506168
35955	Iberoamericana (Madrid, Spain)	Iberoamericana	1577-3388		Iberoamericana	101506166
35956	Internationale wissenschaftliche Korrespondenz zur Geschichte der deutschen Arbeiterbewegung	IWK Int Wiss Korresp Gesch Dtsch Arb Beweg	0046-8428		IWK Int Wiss Korresp Gesch Dtsch Arb Beweg	101506170
35957	Jin dai Zhongguo fu nu shi yan jiu / Zhong yang yan jiu yuan jin dai shi yan jiu suo bian ji ; Jiang Jingguo guo ji xue shu jiao liu ji jin hui zan zhu	Jin Dai Zhongguo Fu Nu Shi Yan Jiu	1029-4759		Jin Dai Zhongguo Fu Nu Shi Yan Jiu	101506173
35960	Historyka	Historyka	0073-277X		Historyka	101506179
35962	Hemecht	Hemecht	0018-0270		Hemecht	101506305
35967	Klinik und Praxis	Klin Prax	0368-6140		Klin Prax	18130630R
35970	The Medical press of Egypt	Med Press Egypt	0369-1411		Med Press Egypt	18530110R
35978	News. Phi Delta Epsilon	News Phi Delta Epsil	0031-7209		News Phi Delta Epsil	19610650R
35980	Revista argentina de anestesia y analgesia	Rev Argent Anest Analg	0328-9842		Rev Argent Anest Analg	20130420R
35983	Revue belge de science dentaire. Belgisch tijdschrift voor tandheelkunde	Rev Belge Sci Dent	0770-0059		Rev Belge Sci Dent	20320160R
35997	Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control	Zhongguo Xue Xi Chong Bing Fang Zhi Za Zhi	1005-6661		Zhongguo Xue Xi Chong Bing Fang Zhi Za Zhi	101144973
35998	Revista mexicana de micologia : organo oficial de la Sociedad Mexicana de Micologia		0187-3180		Rev Mex Micol	9440723
36005	Biologics : targets & therapy	Biologics	1177-5475	1177-5491	Biologics	101321511
36008	La Revue odontologique	Rev Odontol	0996-3715		Rev Odontol	20340350R
36009	Fujian nong ye xue bao = Fujian journal of agricultural sciences		1008-0384		Fujian Nong Ye Xue Bao	101507697
36013	The Psychiatric times	Psychiatr Times	0893-2905		Psychiatr Times	9014543
36024	Journal of health & mass communication	J Health Mass Commun	1940-9354	1940-9362	J Health Mass Commun	101508054
36025	Magyar allatorvosok lapja	Magy Allatorvosok Lapja	0025-004X		Magy Allatorvosok Lapja	2985227R
36039	Ji yin zu xue yu ying yong sheng wu xue		1674-568X		Ji Yin Zu Xue Yu Ying Yong Sheng Wu Xue	101509720
36044	Journal of registry management	J Registry Manag	1945-6123	1945-6131	J Registry Manag	9804163
36047	Journal of anthropological sciences = Rivista di antropologia : JASS / Istituto italiano di antropologia	J Anthropol Sci	1827-4765	2037-0644	J Anthropol Sci	101491368
36056	Insecta matsumurana		0020-1804		Insecta Matsumurana	101510000
36060	DukeMedicine healthnews	Duke Med Health News	2153-8387		Duke Med Health News	101510062
36063	Advanced materials research		1022-6680	1662-8985	Adv Mat Res	101510447
36065	Lin ye ke xue (Beijing, China : 1979)		1001-7488		Lin Ye Ke Xue (1979)	101510797
36080	Pleione		0973-9467		Pleione	101511225
36083	HIV sequence compendium	HIV Seq Compend	2151-7983		HIV Seq Compend	101129440
36096	Advanced bio tech : India's biotechnology magazine		0973-0109		Adv Bio Tech	101250219
36109	Journal of special operations medicine : a peer reviewed journal for SOF medical professionals	J Spec Oper Med	1553-9768		J Spec Oper Med	101158402
36111	Proceedings of the Nova Scotian Institute of Science		0078-2521		Proc N S Inst Sci	7505880
36115	Revista interamericana de psicologia = Interamerican journal of psychology	Interam J Psychol	0034-9690		Interam J Psychol	7802710
36122	Modern genetics		1056-4497		Mod Genet	9315953
36124	Gestalt theory	Gestalt Theory	0170-057X		Gestalt Theory	8006270
36136	Computer modeling in engineering & sciences : CMES	Comput Model Eng Sci	1526-1492	1526-1506	Comput Model Eng Sci	101511516
36147	BIOforum : biologische Chemie, Mikrobiologie, Genetik, Immunologie, Virologie, Biotechnologie	Bioforum	0940-0079		Bioforum	9201586
36150	Florida journal of environmental health	Fla J Environ Health	0897-4624		Fla J Environ Health	9311114
36154	Education & treatment of children	Educ Treat Children	0748-8491		Educ Treat Children	9882696
36157	International journal of fitness	Int J Fit	0973-2152		Int J Fit	101284932
36158	LES nouvelles. Licensing Executives Society (U.S.A.)	LES Nouv	0270-174X		LES Nouv	101511287
36170	Journal of college student development	J Coll Stud Dev	0897-5264	1543-3382	J Coll Stud Dev	101512113
36192	Journal of prenatal & perinatal psychology & health : APPPAH	J Prenat Perinat Psychol Health	1097-8003		J Prenat Perinat Psychol Health	9811955
36199	EM (Pittsburgh, Pa.)	EM (Pittsburgh Pa)	1088-9981		EM (Pittsburgh Pa)	9891387
36204	The journal of artificial intelligence research	J Artif Intell Res	1076-9757	1943-5037	J Artif Intell Res	101512254
36206	Marquette intellectual property law review	Marquette Intellect Prop Law Rev	1092-5899		Marquette Intellect Prop Law Rev	101512603
36212	Dermato-venerologie	Dermatovenerologia	0011-9024		Dermatovenerologia	7510200
36214	Journal of cotton science	J Cotton Sci	1523-6919	1524-3303	J Cotton Sci	101513463
36215	Sains Indonesia	Sains Indones	0853-1412		Sains Indones	101513479
36217	Zdravookhranenie (Minsk, Belarus)		1027-7218		Zdravookhranenie (Minsk)	9615682
36220	Allelopathy journal : official publication of International Allelopathy Foundation		0971-4693		Allelopathy J	101513831
36221	Iranian journal of veterinary surgery		2008-3033		Iran J Vet Surg	101513842
36223	Metal ions in biology and medicine : proceedings of the ... International Symposium on Metal Ions in Biology and Medicine held ... = Les ions metalliques en biologie et en medecine : ... Symposium international sur les ions metalliques ...	Met Ions Biol Med	1257-2535		Met Ions Biol Med	9513109
36225	Kinesiology (Zagreb, Croatia)	Kinesiology (Zagreb)	1331-1441		Kinesiology (Zagreb)	9715460
36226	Dialogues in cardiovascular medicine : DCM	Dialog Cardiovasc Med	1272-9949		Dialog Cardiovasc Med	101197195
36232	The research file	Res file	1188-6641		Res file	101512703
36240	Current topics in nutraceutical research	Curr Top Nutraceutical Res	1540-7535		Curr Top Nutraceutical Res	101174621
36242	Current prostate reports	Curr Prostate Rep	1544-1865	1544-225X	Curr Prostate Rep	101176497
36253	Clinical cases in mineral and bone metabolism : the official journal of the Italian Society of Osteoporosis, Mineral Metabolism, and Skeletal Diseases	Clin Cases Miner Bone Metab	1724-8914	1971-3266	Clin Cases Miner Bone Metab	101250935
36260	Gastroenterology & hepatology	Gastroenterol Hepatol (N Y)	1554-7914		Gastroenterol Hepatol (N Y)	101262648
36266	International journal of probiotics & prebiotics	Int J Probiotics Prebiotics	1555-1431		Int J Probiotics Prebiotics	101283278
36282	International journal of advanced manufacturing systems	Int J Adv Manuf Syst	1536-2647		Int J Adv Manuf Syst	101512749
36284	Ciencias de la conducta : revista del Centro Caribeno de Estudios Post-Graduados	Cienc Conducta	1539-994X		Cienc Conducta	101512751
36287	Law enforcement executive forum	Law Enforc Exec Forum	1552-9908		Law Enforc Exec Forum	101513021
36288	Metal ions in life sciences	Met Ions Life Sci	1559-0836	2041-9821	Met Ions Life Sci	101513478
36294	International psychiatry : bulletin of the Board of International Affairs of the Royal College of Psychiatrists	Int Psychiatry	1749-3676	1749-3684	Int Psychiatry	101189664
36305	Journal of data science : JDS	J Data Sci	1680-743X	1683-8602	J Data Sci	101513032
36307	International journal of numerical analysis and modeling	Int J Numer Anal Model	1705-5105		Int J Numer Anal Model	101513038
36310	Mikologiia i fitopatologiia		0026-3648		Mikol Fitopatol	103640
36321	Current protocols in pharmacology / editorial board, S.J. Enna (editor-in-chief) ... [et al.]	Curr Protoc Pharmacol	1934-8282	1934-8290	Curr Protoc Pharmacol	9717249
36322	Current protocols in toxicology / editorial board, Mahin D. Maines (editor-in-chief) ... [et al.]	Curr Protoc Toxicol	1934-9254	1934-9262	Curr Protoc Toxicol	9816330
36323	Cattle practice : journal of the British Cattle Veterinary Association	Cattle Pract	0969-1251		Cattle Pract	100964694
36357	Journal of vascular and interventional neurology	J Vasc Interv Neurol	1941-5893	1944-141X	J Vasc Interv Neurol	101511381
36369	Journal of ethnographic and qualitative research	J Ethnogr Qual Res	1935-3308		J Ethnogr Qual Res	101513722
36387	International journal of child and adolescent health	Int J Child Adolesc health	1939-5930		Int J Child Adolesc health	101481433
36398	Sensors and actuators (Warrendale, Pa.)	Sens Actuators (Warrendale Pa)	1054-6693		Sens Actuators (Warrendale Pa)	101514200
36405	Zagazig veterinary journal		1110-1458		Zagazig Vet J	101514492
36416	The journal of the Robert H. Lurie Cancer Center of Northwestern University / The Robert H. Lurie Cancer Center of Northwestern University	J Robert H Lurie Cancer Cent Northwest Univ	2152-1492		J Robert H Lurie Cancer Cent Northwest Univ	9437873
36417	Suomen ortopedia ja traumatologia = Ortopedi och traumatologi i Finland = Finnish journal of orthopaedics and traumatology	Suom Ortoped Traumatol	0780-671X		Suom Ortoped Traumatol	9605859
36418	Journal of theory construction & testing	J Theory Constr Test	1086-4431		J Theory Constr Test	9711138
36432	Seminars in medical practice	Semin Med Pract	1520-8028		Semin Med Pract	101514836
36433	The Stata journal	Stata J	1536-867X		Stata J	101514848
36436	Nachrichten des Entomologischen Vereins Apollo		0723-9912		Nachr Entomol Ver Apollo	101515437
36447	Myrmecological news / Osterreichische Gesellschaft fur Entomofaunistik		1994-4136		Myrmecol News	101515989
36453	Mental health in family medicine	Ment Health Fam Med	1756-834X	1756-8358	Ment Health Fam Med	101474665
36469	Current medical literature. Dermatology	Curr Med Lit Dermatol	1361-4215	1759-8087	Curr Med Lit Dermatol	9892055
36505	Psichologija	Psichologija (Vilniaus Univ)	1392-0359		Psichologija (Vilniaus Univ)	101514567
36506	Quality technology & quantitative management	Qual Technol Quant Manag	1684-3703		Qual Technol Quant Manag	101514645
36511	The South African journal of clinical nutrition : SAJCN : the official journal of the South African Society of Parenteral and Enteral Nutrition and the Association for Dietetics in South Africa	South Afr J Clin Nutr	1607-0658		South Afr J Clin Nutr	100959103
36517	Biennial review of counseling psychology	Bienn Rev Couns Psychol	1941-4250		Bienn Rev Couns Psychol	101487397
36518	Circulation. Cardiovascular quality and outcomes	Circ Cardiovasc Qual Outcomes	1941-7713	1941-7705	Circ Cardiovasc Qual Outcomes	101489148
36522	Journal of singing : the official journal of the National Association of Teachers of Singing	J Sing	1086-7732		J Sing	101514371
36523	The Bulletin of the American Society of Papyrologists. American Society of Papyrologists	Bull Am Soc Papyrol	0003-1186	1938-6958	Bull Am Soc Papyrol	101514374
36527	Collaborative anthropologies	Collab Anthropol	1943-2550		Collab Anthropol	101514822
36529	Revista puertorriquena de psicologia	Rev Puertorriquena Psicol	1946-2026		Rev Puertorriquena Psicol	101514842
36530	International journal of computational science	Int J Comput Sci	1992-6669	1992-6677	Int J Comput Sci	101514844
36540	Journal of biological research (Thessalonike, Greece)	J Biol Res (Thessalon)	1790-045X	2241-5793	J Biol Res (Thessalon)	101248115
36541	Schriften zur Malakozoologie aus dem Haus der Natur, Cismar		0936-2959		Schr Malakozool Haus Nat Cismar	101516559
36542	Advances in experimental social psychology	Adv Exp Soc Psychol	0065-2601	1557-8410	Adv Exp Soc Psychol	64143
36552	Alzheimer's care quarterly	Alzheimers Care Q	1525-3279		Alzheimers Care Q	100892856
36554	Applied biosafety : journal of the American Biological Safety Association	Appl Biosaf	1535-6760		Appl Biosaf	101122979
36558	Acta bioethica	Acta Bioeth	0717-5906	1726-569X	Acta Bioeth	101259128
36563	Arizona Geriatrics Society journal	Ariz Geriatr Soc J	1930-2967		Ariz Geriatr Soc J	101498142
36565	Challenge (Atlanta, Ga.)	Challenge (Atlanta Ga)	1077-193X		Challenge (Atlanta Ga)	101507729
36566	Apuntes de psicologia	Apunt Psicol	0213-3334	1989-6441	Apunt Psicol	101508321
36576	Journal of higher education outreach and engagement	J High Educ Outreach Engagem	1534-6102		J High Educ Outreach Engagem	101515784
36580	Gorteria		0017-2294		Gorteria	101516595
36585	European journal of developmental science	Eur J Dev Sci	1863-3811	1863-382X	Eur J Dev Sci	101507141
36593	Visual anthropology review : journal of the Society for Visual Anthropology	Vis Anthropol Rev	1058-7187	1548-7458	Vis Anthropol Rev	101515264
36599	Journal of environmental horticulture	J Environ Hortic	0738-2898		J Environ Hortic	101515836
36602	Yu mi ke xue		1005-0906		Yu Mi Ke Xue	101516545
36606	Journal of oilseeds research		0970-2776		J Oilseeds Res	101516825
36607	Genetique, selection, evolution	Genet Sel Evol	0754-0264		Genet Sel Evol	8607516
36615	Journal of cognitive and behavioral psychotherapies : the official journal of the International Institute for the Advanced Studies of Psychotherapy and Applied Mental Health	J Cogn Behav Psychother	1584-7101		J Cogn Behav Psychother	101234830
36617	Journal of lymphoedema	J Lymphoedema	1750-7235	2054-9431	J Lymphoedema	101466528
36618	Obesity and metabolism	Obe Metab	1825-3865	1826-7572	Obe Metab	101474987
36629	Tottori Rinsho Kagaku Kenkyukai shi	Tottori Rinsho Kagaku Kenkyukai Shi	1882-515X		Tottori Rinsho Kagaku Kenkyukai Shi	101516602
36638	The prevention researcher	Prev Res	1086-4385		Prev Res	9710452
36641	The Systems thinker	Syst Thinker	1050-2726		Syst Thinker	100911237
36643	Acta chimica Slovenica	Acta Chim Slov	1318-0207	1580-3155	Acta Chim Slov	101247110
36646	The patient	Patient	1178-1653	1178-1661	Patient	101309314
36660	Annual Conference & Exposition : final program and proceedings / American Society for Engineering Education. American Society for Engineering Education	Annu Conf Expo (Am Soc Eng Educ)	1524-4865	1524-4644	Annu Conf Expo (Am Soc Eng Educ)	101515314
36661	Advances and applications in statistical sciences	Adv Appl Stat Sci	0974-6811		Adv Appl Stat Sci	101515432
36662	Advances in adaptive data analysis	Adv Adapt Data Anal	1947-9840		Adv Adapt Data Anal	101515463
36675	Athletic therapy today : the journal for sports health care professionals	Athl Ther Today	1078-7895		Athl Ther Today	9602352
36676	American journal of health studies	Am J Health Stud	1090-0500	1945-4511	Am J Health Stud	9708556
36677	The annals of long-term care : the official journal of the American Medical Directors Association	Ann Longterm Care	1524-7929	1943-5010	Ann Longterm Care	100891806
36680	Africa journal of nursing and midwifery	Afr J Nurs Midwifery	1682-5055		Afr J Nurs Midwifery	101190324
36682	Psychiatrie (Stuttgart, Germany)	Psychiatrie (Stuttg)	1614-4864		Psychiatrie (Stuttg)	101233816
36687	Current chemical biology	Curr Chem Biol	2212-7968	1872-3136	Curr Chem Biol	101310836
36689	Advances in biological research	Adv Biol Res (Rennes)	1992-0067		Adv Biol Res (Rennes)	101515449
36690	AIP conference proceedings	AIP Conf Proc	0094-243X	1551-7616	AIP Conf Proc	101515450
36704	Nigerian journal of natural products and medicine	Niger J Nat Prod Med	1118-6267		Niger J Nat Prod Med	101149981
36705	Dimensions of dental hygiene	Dimens Dent Hyg	1542-7838	1542-7919	Dimens Dent Hyg	101207156
36708	Applied psychology in criminal justice	Appl Psychol Crim Justice	1550-3550		Appl Psychol Crim Justice	101262453
36709	Animal reproduction / Colegio Brasileiro de Reproducao Animal	Anim Reprod	1806-9614	1984-3143	Anim Reprod	101272804
36712	Journal of drug addiction, education, and eradication	J Drug Addict Educ Erad	1546-6965		J Drug Addict Educ Erad	101464623
36718	Analysis of gambling behavior	Anal Gambl Behav	1942-6453		Anal Gambl Behav	101515788
36726	Educacao e realidade	Educ Real	0100-3143		Educ Real	101517503
36729	Acta universitatis sapientiae. Mathematica	Acta Univ Sapientiae Matem	1844-6094	2066-7752	Acta Univ Sapientiae Matem	101517810
36731	Os urbanitas	Urbanitas	1806-0528		Urbanitas	101517872
36733	Ciencias sociales y religion = Ciencias sociais e religiao	Cienc Soc Relig	1518-4463	1982-2650	Cienc Soc Relig	101517879
36735	Bryonora : zpravodaj Bryologicko-lichenologicke sekce CBS		0862-8904		Bryonora (Praha)	101517982
36746	Geriatrics & aging	Geriatr Aging	1488-8408		Geriatr Aging	100968570
36751	Allergy, asthma, and clinical immunology : official journal of the Canadian Society of Allergy and Clinical Immunology	Allergy Asthma Clin Immunol	1710-1484	1710-1492	Allergy Asthma Clin Immunol	101244313
36753	Heart and metabolism : management of the coronary patient	Heart Metab	1566-0338		Heart Metab	101515671
36755	Horizonte de enfermeria	Horiz Enferm	0716-8861		Horiz Enferm	101515854
36756	Institute of Mathematical Statistics collections	Inst Math Stat Collect	1939-4039	1937-5166	Inst Math Stat Collect	101515901
